I2C Interface
Sample, TimeStamp(ms), Temperature(deg C), Pressure(Pa), Humidity(%), Gas resistance(ohm), Gas Index, Status
1413, 1405273071, 26.62, 99598.01, 37.25, 63194.27, 0, 0xb0
1414, 1405273275, 26.62, 99601.15, 37.24, 63288.01, 0, 0xb0
1415, 1405273479, 26.62, 99600.16, 37.27, 63288.01, 0, 0xb0
1416, 1405273682, 26.63, 99601.17, 37.23, 63054.19, 0, 0xb0
1417, 1405273886, 26.62, 99599.13, 37.25, 63429.14, 0, 0xb0
1418, 1405274089, 26.62, 99598.34, 37.23, 63429.14, 0, 0xb0
1419, 1405274293, 26.62, 99601.33, 37.23, 63523.57, 0, 0xb0
1420, 1405274497, 26.62, 99600.45, 37.23, 62822.09, 0, 0xb0
1421, 1405274700, 26.62, 99597.03, 37.22, 63476.32, 0, 0xb0
1422, 1405274904, 26.62, 99597.17, 37.22, 63570.89, 0, 0xb0
1423, 1405275107, 26.62, 99599.93, 37.22, 63334.98, 0, 0xb0
1424, 1405275311, 26.61, 99597.71, 37.21, 63241.11, 0, 0xb0
1425, 1405275515, 26.62, 99599.63, 37.23, 63429.14, 0, 0xb0
1426, 1405275718, 26.62, 99599.45, 37.23, 63713.29, 0, 0xb0
1427, 1405275922, 26.62, 99598.66, 37.23, 63665.75, 0, 0xb0
1428, 1405276125, 26.62, 99599.59, 37.23, 63713.29, 0, 0xb0
1429, 1405276329, 26.62, 99601.48, 37.23, 63429.14, 0, 0xb0
1430, 1405276533, 26.62, 99598.59, 37.24, 63665.75, 0, 0xb0
1431, 1405276736, 26.62, 99601.23, 37.27, 63476.32, 0, 0xb0
1432, 1405276940, 26.62, 99597.49, 37.25, 63856.32, 0, 0xb0
1433, 1405277144, 26.62, 99601.91, 37.24, 63856.32, 0, 0xb0
1434, 1405277347, 26.63, 99603.43, 37.25, 63856.32, 0, 0xb0
1435, 1405277551, 26.62, 99599.10, 37.25, 63760.90, 0, 0xb0
1436, 1405277754, 26.62, 99602.28, 37.25, 63713.29, 0, 0xb0
1437, 1405277958, 26.62, 99599.66, 37.25, 63476.32, 0, 0xb0
1438, 1405278162, 26.62, 99601.47, 37.25, 63856.32, 0, 0xb0
1439, 1405278365, 26.62, 99601.68, 37.25, 63476.32, 0, 0xb0
1440, 1405278569, 26.63, 99600.95, 37.24, 63808.57, 0, 0xb0
1441, 1405278772, 26.63, 99600.69, 37.25, 63904.14, 0, 0xb0
1442, 1405278976, 26.63, 99602.05, 37.25, 63952.04, 0, 0xb0
1443, 1405279180, 26.62, 99597.60, 37.24, 63665.75, 0, 0xb0
1444, 1405279383, 26.62, 99601.04, 37.24, 63856.32, 0, 0xb0
1445, 1405279587, 26.63, 99602.81, 37.24, 64048.04, 0, 0xb0
1446, 1405279790, 26.62, 99598.46, 37.23, 64000.00, 0, 0xb0
1447, 1405279994, 26.62, 99602.08, 37.25, 63760.90, 0, 0xb0
1448, 1405280198, 26.63, 99602.14, 37.23, 64000.00, 0, 0xb0
1449, 1405280401, 26.62, 99597.20, 37.23, 63952.04, 0, 0xb0
1450, 1405280605, 26.63, 99598.04, 37.25, 63904.14, 0, 0xb0
1451, 1405280809, 26.63, 99601.58, 37.24, 63952.04, 0, 0xb0
1452, 1405281012, 26.63, 99601.13, 37.24, 63904.14, 0, 0xb0
1453, 1405281216, 26.63, 99600.73, 37.23, 63904.14, 0, 0xb0
1454, 1405281419, 26.63, 99602.77, 37.23, 64144.32, 0, 0xb0
1455, 1405281623, 26.63, 99601.06, 37.22, 63856.32, 0, 0xb0
1456, 1405281827, 26.64, 99603.33, 37.22, 64192.58, 0, 0xb0
1457, 1405282030, 26.63, 99600.01, 37.20, 64000.00, 0, 0xb0
1458, 1405282234, 26.63, 99600.49, 37.34, 63808.57, 0, 0xb0
1459, 1405282437, 26.63, 99601.58, 37.74, 63952.04, 0, 0xb0
1460, 1405282641, 26.63, 99601.11, 38.19, 63288.01, 0, 0xb0
1461, 1405282845, 26.63, 99602.66, 38.61, 63100.81, 0, 0xb0
1462, 1405283048, 26.63, 99602.38, 38.88, 62868.37, 0, 0xb0
1463, 1405283252, 26.63, 99601.84, 39.05, 62775.87, 0, 0xb0
1464, 1405283455, 26.62, 99601.75, 39.19, 62408.58, 0, 0xb0
1465, 1405283659, 26.63, 99602.86, 39.30, 62317.43, 0, 0xb0
1466, 1405283863, 26.63, 99603.00, 39.40, 62226.54, 0, 0xb0
1467, 1405284066, 26.63, 99603.16, 39.50, 61955.47, 0, 0xb0
1468, 1405284270, 26.63, 99602.98, 39.58, 61642.19, 0, 0xb0
1469, 1405284474, 26.63, 99605.00, 39.67, 61508.89, 0, 0xb0
1470, 1405284677, 26.63, 99601.59, 39.73, 61597.69, 0, 0xb0
1471, 1405284881, 26.64, 99601.63, 39.80, 61200.09, 0, 0xb0
1472, 1405285084, 26.63, 99602.77, 39.84, 61288.00, 0, 0xb0
1473, 1405285288, 26.64, 99602.81, 39.86, 61068.70, 0, 0xb0
1474, 1405285492, 26.64, 99602.46, 39.89, 60850.96, 0, 0xb0
1475, 1405285695, 26.64, 99602.48, 39.89, 60677.89, 0, 0xb0
1476, 1405285899, 26.64, 99602.86, 39.89, 60677.89, 0, 0xb0
1477, 1405286102, 26.64, 99604.58, 39.86, 60420.11, 0, 0xb0
1478, 1405286306, 26.64, 99600.73, 39.84, 60377.36, 0, 0xb0
1479, 1405286510, 26.64, 99601.48, 39.79, 60206.96, 0, 0xb0
1480, 1405286713, 26.64, 99601.63, 39.77, 60377.36, 0, 0xb0
1481, 1405286917, 26.64, 99601.61, 39.73, 60164.51, 0, 0xb0
1482, 1405287120, 26.64, 99601.62, 39.69, 60079.79, 0, 0xb0
1483, 1405287324, 26.64, 99600.97, 39.66, 60122.12, 0, 0xb0
1484, 1405287528, 26.64, 99600.71, 39.62, 60377.36, 0, 0xb0
1485, 1405287731, 26.64, 99600.22, 39.58, 59953.16, 0, 0xb0
1486, 1405287935, 26.64, 99601.99, 39.52, 59785.15, 0, 0xb0
1487, 1405288139, 26.64, 99600.24, 39.44, 60037.52, 0, 0xb0
1488, 1405288342, 26.64, 99601.22, 39.36, 59785.15, 0, 0xb0
1489, 1405288546, 26.64, 99601.83, 39.28, 60164.51, 0, 0xb0
1490, 1405288749, 26.64, 99598.93, 39.20, 60206.96, 0, 0xb0
1491, 1405288953, 26.64, 99599.46, 39.10, 60164.51, 0, 0xb0
1492, 1405289157, 26.65, 99600.08, 39.01, 60206.96, 0, 0xb0
1493, 1405289360, 26.65, 99603.41, 38.91, 60292.04, 0, 0xb0
1494, 1405289564, 26.65, 99602.65, 38.84, 60206.96, 0, 0xb0
1495, 1405289767, 26.64, 99601.07, 38.73, 60079.79, 0, 0xb0
1496, 1405289971, 26.65, 99599.16, 38.66, 60377.36, 0, 0xb0
1497, 1405290175, 26.65, 99600.05, 38.60, 60377.36, 0, 0xb0
1498, 1405290378, 26.65, 99602.84, 38.52, 60462.92, 0, 0xb0
1499, 1405290582, 26.66, 99602.59, 38.46, 60634.77, 0, 0xb0
1500, 1405290786, 26.65, 99599.01, 38.40, 60591.71, 0, 0xb0
1501, 1405290989, 26.65, 99600.85, 38.35, 60807.60, 0, 0xb0
1502, 1405291193, 26.65, 99601.44, 38.29, 60894.39, 0, 0xb0
1503, 1405291396, 26.65, 99601.05, 38.25, 60462.92, 0, 0xb0
1504, 1405291600, 26.65, 99601.93, 38.21, 60591.71, 0, 0xb0
1505, 1405291804, 26.65, 99599.91, 38.17, 60850.96, 0, 0xb0
1506, 1405292007, 26.65, 99600.36, 38.12, 60981.42, 0, 0xb0
1507, 1405292211, 26.65, 99600.79, 38.08, 61376.17, 0, 0xb0
1508, 1405292414, 26.65, 99602.59, 38.03, 61068.70, 0, 0xb0
1509, 1405292618, 26.65, 99602.45, 37.99, 61112.44, 0, 0xb0
1510, 1405292822, 26.65, 99599.90, 37.94, 61597.69, 0, 0xb0
1511, 1405293025, 26.65, 99598.41, 37.89, 61642.19, 0, 0xb0
1512, 1405293229, 26.65, 99597.70, 37.85, 61288.00, 0, 0xb0
1513, 1405293432, 26.65, 99599.46, 37.81, 61686.75, 0, 0xb0
1514, 1405293636, 26.65, 99601.98, 37.78, 61865.64, 0, 0xb0
1515, 1405293840, 26.65, 99599.07, 37.75, 61910.52, 0, 0xb0
1516, 1405294043, 26.65, 99599.63, 37.71, 61865.64, 0, 0xb0
1517, 1405294247, 26.65, 99600.11, 37.70, 62045.57, 0, 0xb0
1518, 1405294451, 26.66, 99600.45, 37.65, 62000.48, 0, 0xb0
1519, 1405294654, 26.65, 99598.94, 37.64, 62090.71, 0, 0xb0
1520, 1405294858, 26.66, 99600.16, 37.64, 62271.95, 0, 0xb0
1521, 1405295062, 26.65, 99602.56, 37.61, 62408.58, 0, 0xb0
1522, 1405295265, 26.65, 99599.67, 37.59, 62454.26, 0, 0xb0
1523, 1405295469, 26.66, 99600.62, 37.58, 62500.00, 0, 0xb0
1524, 1405295672, 26.65, 99599.48, 37.56, 62317.43, 0, 0xb0
1525, 1405295876, 26.66, 99602.84, 37.54, 62637.63, 0, 0xb0
1526, 1405296080, 26.65, 99600.50, 37.53, 62775.87, 0, 0xb0
1527, 1405296283, 26.66, 99599.67, 37.52, 62683.64, 0, 0xb0
1528, 1405296487, 26.66, 99601.01, 37.52, 62775.87, 0, 0xb0
1529, 1405296690, 26.66, 99601.53, 37.51, 62637.63, 0, 0xb0
1530, 1405296894, 26.66, 99601.51, 37.51, 62868.37, 0, 0xb0
1531, 1405297098, 26.66, 99601.47, 37.49, 62729.72, 0, 0xb0
1532, 1405297301, 26.66, 99599.62, 37.49, 63147.51, 0, 0xb0
1533, 1405297505, 26.66, 99601.82, 37.49, 63100.81, 0, 0xb0
1534, 1405297708, 26.66, 99600.77, 37.49, 63288.01, 0, 0xb0
1535, 1405297912, 26.66, 99599.67, 37.48, 63147.51, 0, 0xb0
1536, 1405298116, 26.66, 99601.20, 37.48, 63288.01, 0, 0xb0
1537, 1405298319, 26.66, 99599.71, 37.48, 63100.81, 0, 0xb0
1538, 1405298523, 26.66, 99599.52, 37.49, 63334.98, 0, 0xb0
1539, 1405298727, 26.66, 99599.58, 37.49, 63382.02, 0, 0xb0
1540, 1405298930, 26.66, 99603.41, 37.50, 63382.02, 0, 0xb0
1541, 1405299134, 26.66, 99600.62, 37.50, 63570.89, 0, 0xb0
1542, 1405299337, 26.66, 99598.91, 37.49, 63476.32, 0, 0xb0
1543, 1405299541, 26.67, 99601.49, 37.49, 63429.14, 0, 0xb0
1544, 1405299745, 26.66, 99601.84, 37.51, 63429.14, 0, 0xb0
1545, 1405299948, 26.66, 99600.96, 37.50, 63665.75, 0, 0xb0
1546, 1405300152, 26.66, 99600.20, 37.51, 63570.89, 0, 0xb0
1547, 1405300355, 26.66, 99600.52, 37.52, 63429.14, 0, 0xb0
1548, 1405300559, 26.66, 99602.59, 37.51, 63618.29, 0, 0xb0
1549, 1405300763, 26.66, 99601.23, 37.51, 63665.75, 0, 0xb0
1550, 1405300966, 26.66, 99601.95, 37.53, 63665.75, 0, 0xb0
1551, 1405301170, 26.66, 99601.98, 37.51, 63808.57, 0, 0xb0
1552, 1405301374, 26.66, 99601.79, 37.52, 63856.32, 0, 0xb0
1553, 1405301577, 26.66, 99602.64, 37.53, 63808.57, 0, 0xb0
1554, 1405301781, 26.65, 99602.27, 37.53, 63952.04, 0, 0xb0
1555, 1405301984, 26.66, 99602.45, 37.54, 63952.04, 0, 0xb0
1556, 1405302188, 26.66, 99602.28, 37.55, 63952.04, 0, 0xb0
1557, 1405302392, 26.66, 99601.79, 37.54, 64048.04, 0, 0xb0
1558, 1405302595, 26.66, 99601.53, 37.55, 63713.29, 0, 0xb0
1559, 1405302799, 26.66, 99601.12, 37.56, 63856.32, 0, 0xb0
1560, 1405303002, 26.65, 99600.48, 37.57, 63952.04, 0, 0xb0
1561, 1405303206, 26.66, 99601.70, 37.57, 64192.58, 0, 0xb0
1562, 1405303410, 26.66, 99603.09, 37.57, 64144.32, 0, 0xb0
1563, 1405303613, 26.66, 99600.79, 37.57, 64048.04, 0, 0xb0
1564, 1405303817, 26.66, 99601.34, 37.58, 64289.30, 0, 0xb0
1565, 1405304020, 26.66, 99600.87, 37.58, 64192.58, 0, 0xb0
1566, 1405304224, 26.66, 99602.77, 37.57, 64144.32, 0, 0xb0
1567, 1405304428, 26.66, 99600.40, 37.56, 63952.04, 0, 0xb0
1568, 1405304631, 26.66, 99601.16, 37.54, 64289.30, 0, 0xb0
1569, 1405304835, 26.66, 99600.10, 37.53, 64386.32, 0, 0xb0
1570, 1405305039, 26.65, 99598.55, 37.52, 64337.77, 0, 0xb0
1571, 1405305242, 26.66, 99601.52, 37.50, 64337.77, 0, 0xb0
1572, 1405305446, 26.65, 99600.81, 37.51, 64289.30, 0, 0xb0
1573, 1405305649, 26.66, 99601.04, 37.49, 64434.94, 0, 0xb0
1574, 1405305853, 26.65, 99602.05, 37.49, 64289.30, 0, 0xb0
1575, 1405306057, 26.65, 99602.59, 37.49, 64240.90, 0, 0xb0
1576, 1405306260, 26.65, 99598.41, 37.48, 64434.94, 0, 0xb0
1577, 1405306464, 26.65, 99599.73, 37.48, 64386.32, 0, 0xb0
1578, 1405306667, 26.65, 99601.22, 37.48, 64679.13, 0, 0xb0
1579, 1405306871, 26.65, 99598.77, 37.48, 64144.32, 0, 0xb0
1580, 1405307075, 26.65, 99604.86, 37.48, 64826.54, 0, 0xb0
1581, 1405307278, 26.64, 99600.22, 37.49, 64434.94, 0, 0xb0
1582, 1405307482, 26.64, 99598.80, 37.49, 64777.33, 0, 0xb0
1583, 1405307685, 26.64, 99597.55, 37.48, 64630.14, 0, 0xb0
1584, 1405307889, 26.64, 99600.16, 37.49, 64532.39, 0, 0xb0
1585, 1405308093, 26.64, 99596.95, 37.49, 64728.19, 0, 0xb0
1586, 1405308296, 26.64, 99599.73, 37.51, 64826.54, 0, 0xb0
1587, 1405308500, 26.64, 99600.19, 37.51, 64875.82, 0, 0xb0
1588, 1405308704, 26.64, 99599.20, 37.52, 64581.23, 0, 0xb0
1589, 1405308907, 26.63, 99597.71, 37.52, 64875.82, 0, 0xb0
1590, 1405309111, 26.64, 99600.95, 37.53, 64925.18, 0, 0xb0
1591, 1405309314, 26.64, 99598.62, 37.53, 64679.13, 0, 0xb0
1592, 1405309518, 26.64, 99599.39, 37.53, 64875.82, 0, 0xb0
1593, 1405309722, 26.64, 99597.96, 37.53, 64777.33, 0, 0xb0
1594, 1405309925, 26.64, 99597.54, 37.52, 64875.82, 0, 0xb0
1595, 1405310129, 26.64, 99596.73, 37.53, 64679.13, 0, 0xb0
1596, 1405310332, 26.64, 99598.69, 37.52, 64875.82, 0, 0xb0
1597, 1405310536, 26.64, 99598.02, 37.49, 65024.13, 0, 0xb0
1598, 1405310740, 26.65, 99598.14, 37.49, 64875.82, 0, 0xb0
1599, 1405310943, 26.64, 99599.58, 37.49, 65073.71, 0, 0xb0
1600, 1405311147, 26.64, 99599.55, 37.48, 65073.71, 0, 0xb0
1601, 1405311351, 26.64, 99600.14, 37.48, 65024.13, 0, 0xb0
1602, 1405311554, 26.63, 99596.73, 37.49, 65222.93, 0, 0xb0
1603, 1405311758, 26.64, 99600.36, 37.48, 64974.62, 0, 0xb0
1604, 1405311961, 26.63, 99599.07, 37.48, 64826.54, 0, 0xb0
1605, 1405312165, 26.63, 99598.67, 37.48, 65222.93, 0, 0xb0
1606, 1405312369, 26.63, 99598.12, 37.48, 65173.12, 0, 0xb0
1607, 1405312572, 26.63, 99599.41, 37.48, 65322.79, 0, 0xb0
1608, 1405312776, 26.63, 99599.17, 37.46, 65222.93, 0, 0xb0
1609, 1405312979, 26.63, 99600.02, 37.46, 65322.79, 0, 0xb0
1610, 1405313183, 26.64, 99598.54, 37.46, 65173.12, 0, 0xb0
1611, 1405313387, 26.63, 99598.23, 37.46, 65322.79, 0, 0xb0
1612, 1405313590, 26.63, 99597.82, 37.46, 65473.14, 0, 0xb0
1613, 1405313794, 26.64, 99599.97, 37.44, 65272.82, 0, 0xb0
1614, 1405313997, 26.64, 99600.87, 37.44, 65222.93, 0, 0xb0
1615, 1405314201, 26.63, 99598.84, 37.45, 65322.79, 0, 0xb0
1616, 1405314405, 26.64, 99598.44, 37.44, 65222.93, 0, 0xb0
1617, 1405314608, 26.64, 99599.79, 37.42, 64974.62, 0, 0xb0
1618, 1405314812, 26.63, 99600.38, 37.43, 65272.82, 0, 0xb0
1619, 1405315016, 26.64, 99600.22, 37.43, 65123.38, 0, 0xb0
1620, 1405315219, 26.64, 99598.89, 37.43, 65624.20, 0, 0xb0
1621, 1405315423, 26.64, 99598.58, 37.44, 65222.93, 0, 0xb0
1622, 1405315626, 26.63, 99598.31, 37.43, 65624.20, 0, 0xb0
1623, 1405315830, 26.64, 99600.14, 37.43, 65624.20, 0, 0xb0
1624, 1405316034, 26.64, 99598.45, 37.44, 65624.20, 0, 0xb0
1625, 1405316237, 26.64, 99599.56, 37.44, 65523.42, 0, 0xb0
1626, 1405316441, 26.64, 99597.48, 37.44, 65725.29, 0, 0xb0
1627, 1405316644, 26.64, 99597.80, 37.43, 65725.29, 0, 0xb0
1628, 1405316848, 26.64, 99599.17, 37.43, 65624.20, 0, 0xb0
1629, 1405317052, 26.64, 99597.43, 37.43, 65725.29, 0, 0xb0
1630, 1405317255, 26.63, 99597.71, 37.43, 65725.29, 0, 0xb0
1631, 1405317459, 26.64, 99601.39, 37.43, 65775.95, 0, 0xb0
1632, 1405317663, 26.64, 99600.36, 37.43, 65775.95, 0, 0xb0
1633, 1405317866, 26.64, 99598.74, 37.41, 65573.77, 0, 0xb0
1634, 1405318070, 26.64, 99599.71, 37.41, 65826.69, 0, 0xb0
1635, 1405318273, 26.64, 99599.50, 37.40, 65826.69, 0, 0xb0
1636, 1405318477, 26.64, 99600.06, 37.41, 65674.70, 0, 0xb0
1637, 1405318681, 26.63, 99597.30, 37.40, 65725.29, 0, 0xb0
1638, 1405318884, 26.64, 99597.93, 37.38, 65725.29, 0, 0xb0
1639, 1405319088, 26.64, 99597.36, 37.38, 65775.95, 0, 0xb0
1640, 1405319291, 26.64, 99594.77, 37.38, 66081.57, 0, 0xb0
1641, 1405319495, 26.64, 99596.54, 37.37, 65979.38, 0, 0xb0
1642, 1405319699, 26.64, 99597.02, 37.36, 65928.41, 0, 0xb0
1643, 1405319902, 26.64, 99594.09, 37.36, 66081.57, 0, 0xb0
1644, 1405320106, 26.64, 99599.09, 37.36, 65624.20, 0, 0xb0
1645, 1405320310, 26.64, 99598.28, 37.35, 66184.08, 0, 0xb0
1646, 1405320513, 26.64, 99598.54, 37.36, 66184.08, 0, 0xb0
1647, 1405320717, 26.64, 99596.83, 37.36, 66081.57, 0, 0xb0
1648, 1405320920, 26.64, 99595.78, 37.37, 65775.95, 0, 0xb0
1649, 1405321124, 26.64, 99597.96, 37.38, 66338.43, 0, 0xb0
1650, 1405321328, 26.64, 99597.47, 37.37, 66132.78, 0, 0xb0
1651, 1405321531, 26.64, 99598.17, 37.38, 66235.45, 0, 0xb0
1652, 1405321735, 26.64, 99599.36, 37.40, 65979.38, 0, 0xb0
1653, 1405321938, 26.65, 99597.88, 37.40, 66441.73, 0, 0xb0
1654, 1405322142, 26.64, 99598.41, 37.41, 65979.38, 0, 0xb0
1655, 1405322346, 26.64, 99598.45, 37.41, 66081.57, 0, 0xb0
1656, 1405322549, 26.64, 99599.43, 37.42, 66286.90, 0, 0xb0
1657, 1405322753, 26.64, 99597.27, 37.41, 66184.08, 0, 0xb0
1658, 1405322957, 26.64, 99598.77, 37.40, 66081.57, 0, 0xb0
1659, 1405323160, 26.64, 99597.27, 37.40, 66030.44, 0, 0xb0
1660, 1405323364, 26.64, 99597.32, 37.42, 66441.73, 0, 0xb0
1661, 1405323567, 26.64, 99595.84, 37.41, 66338.43, 0, 0xb0
1662, 1405323771, 26.64, 99599.06, 37.42, 66081.57, 0, 0xb0
1663, 1405323975, 26.64, 99599.18, 37.41, 66184.08, 0, 0xb0
1664, 1405324178, 26.64, 99597.03, 37.41, 66132.78, 0, 0xb0
1665, 1405324382, 26.64, 99596.73, 37.41, 66493.51, 0, 0xb0
1666, 1405324585, 26.64, 99598.27, 37.41, 66441.73, 0, 0xb0
1667, 1405324789, 26.64, 99597.50, 37.40, 66338.43, 0, 0xb0
1668, 1405324993, 26.64, 99595.03, 37.40, 66286.90, 0, 0xb0
1669, 1405325196, 26.64, 99596.27, 37.40, 66441.73, 0, 0xb0
1670, 1405325400, 26.64, 99596.52, 37.39, 66184.08, 0, 0xb0
1671, 1405325603, 26.64, 99597.88, 37.38, 66235.45, 0, 0xb0
1672, 1405325807, 26.64, 99598.42, 37.37, 66441.73, 0, 0xb0
1673, 1405326011, 26.64, 99596.90, 37.37, 66597.30, 0, 0xb0
1674, 1405326214, 26.64, 99597.70, 37.35, 66441.73, 0, 0xb0
1675, 1405326418, 26.64, 99597.18, 37.35, 66286.90, 0, 0xb0
1676, 1405326622, 26.64, 99596.87, 37.36, 66649.31, 0, 0xb0
1677, 1405326825, 26.63, 99596.68, 37.36, 66545.36, 0, 0xb0
1678, 1405327029, 26.64, 99598.10, 37.35, 66390.04, 0, 0xb0
1679, 1405327232, 26.64, 99598.95, 37.35, 66545.36, 0, 0xb0
1680, 1405327436, 26.64, 99600.77, 37.35, 66441.73, 0, 0xb0
1681, 1405327640, 26.63, 99596.37, 37.36, 66701.41, 0, 0xb0
1682, 1405327843, 26.64, 99597.29, 37.36, 66338.43, 0, 0xb0
1683, 1405328047, 26.64, 99598.27, 37.36, 66701.41, 0, 0xb0
1684, 1405328251, 26.63, 99597.20, 37.38, 66858.19, 0, 0xb0
1685, 1405328454, 26.64, 99597.74, 37.38, 66597.30, 0, 0xb0
1686, 1405328658, 26.63, 99596.64, 37.40, 66805.84, 0, 0xb0
1687, 1405328861, 26.63, 99597.57, 37.39, 66858.19, 0, 0xb0
1688, 1405329065, 26.63, 99596.68, 37.40, 66805.84, 0, 0xb0
1689, 1405329269, 26.64, 99597.96, 37.41, 66805.84, 0, 0xb0
1690, 1405329472, 26.64, 99599.34, 37.41, 66858.19, 0, 0xb0
1691, 1405329676, 26.64, 99596.48, 37.41, 66910.61, 0, 0xb0
1692, 1405329880, 26.64, 99597.61, 37.40, 66910.61, 0, 0xb0
1693, 1405330083, 26.64, 99595.85, 37.41, 66910.61, 0, 0xb0
1694, 1405330287, 26.64, 99598.57, 37.41, 66493.51, 0, 0xb0
1695, 1405330491, 26.64, 99596.20, 37.41, 66963.12, 0, 0xb0
1696, 1405330694, 26.64, 99597.84, 37.40, 66753.59, 0, 0xb0
1697, 1405330898, 26.64, 99596.44, 37.39, 67068.38, 0, 0xb0
1698, 1405331101, 26.64, 99597.71, 37.38, 67015.70, 0, 0xb0
1699, 1405331305, 26.64, 99597.95, 37.38, 67386.16, 0, 0xb0
1700, 1405331509, 26.64, 99595.67, 37.36, 66910.61, 0, 0xb0
1701, 1405331712, 26.64, 99597.73, 37.38, 66858.19, 0, 0xb0
1702, 1405331916, 26.64, 99597.25, 37.37, 67015.70, 0, 0xb0
1703, 1405332119, 26.64, 99595.64, 37.38, 67015.70, 0, 0xb0
1704, 1405332323, 26.64, 99595.25, 37.38, 66963.12, 0, 0xb0
1705, 1405332527, 26.64, 99596.42, 37.35, 66805.84, 0, 0xb0
1706, 1405332730, 26.64, 99596.50, 37.35, 66805.84, 0, 0xb0
1707, 1405332934, 26.64, 99596.76, 37.36, 67015.70, 0, 0xb0
1708, 1405333138, 26.64, 99595.88, 37.36, 67121.13, 0, 0xb0
1709, 1405333341, 26.64, 99599.16, 37.38, 67279.90, 0, 0xb0
1710, 1405333545, 26.64, 99598.97, 37.38, 66805.84, 0, 0xb0
1711, 1405333748, 26.64, 99595.46, 37.37, 67068.38, 0, 0xb0
1712, 1405333952, 26.63, 99596.27, 37.37, 66805.84, 0, 0xb0
1713, 1405334156, 26.64, 99597.31, 37.40, 66910.61, 0, 0xb0
1714, 1405334359, 26.63, 99598.00, 37.38, 66963.12, 0, 0xb0
1715, 1405334563, 26.64, 99596.28, 37.41, 67121.13, 0, 0xb0
1716, 1405334766, 26.64, 99598.26, 37.41, 67279.90, 0, 0xb0
1717, 1405334970, 26.64, 99597.95, 37.41, 67546.17, 0, 0xb0
1718, 1405335174, 26.64, 99597.52, 37.41, 67226.89, 0, 0xb0
1719, 1405335377, 26.63, 99596.53, 37.42, 67332.98, 0, 0xb0
1720, 1405335581, 26.64, 99598.25, 37.41, 67068.38, 0, 0xb0
1721, 1405335785, 26.63, 99596.70, 37.42, 67332.98, 0, 0xb0
1722, 1405335988, 26.63, 99597.70, 37.43, 67015.70, 0, 0xb0
1723, 1405336192, 26.63, 99595.87, 37.43, 67226.89, 0, 0xb0
1724, 1405336395, 26.63, 99597.53, 37.44, 67121.13, 0, 0xb0
1725, 1405336599, 26.63, 99596.98, 37.44, 67332.98, 0, 0xb0
1726, 1405336803, 26.63, 99597.43, 37.44, 67332.98, 0, 0xb0
1727, 1405337006, 26.63, 99597.66, 37.44, 67068.38, 0, 0xb0
1728, 1405337210, 26.63, 99597.65, 37.44, 67439.41, 0, 0xb0
1729, 1405337414, 26.63, 99596.47, 37.44, 67068.38, 0, 0xb0
1730, 1405337617, 26.63, 99599.07, 37.44, 67332.98, 0, 0xb0
1731, 1405337821, 26.63, 99596.83, 37.46, 67121.13, 0, 0xb0
1732, 1405338024, 26.63, 99598.34, 37.44, 67386.16, 0, 0xb0
1733, 1405338228, 26.63, 99600.81, 37.46, 67439.41, 0, 0xb0
1734, 1405338432, 26.63, 99597.91, 37.45, 67332.98, 0, 0xb0
1735, 1405338635, 26.64, 99598.36, 37.46, 67439.41, 0, 0xb0
1736, 1405338839, 26.63, 99597.61, 37.46, 67226.89, 0, 0xb0
1737, 1405339042, 26.63, 99597.99, 37.44, 67546.17, 0, 0xb0
1738, 1405339246, 26.63, 99596.19, 37.44, 67653.27, 0, 0xb0
1739, 1405339450, 26.63, 99597.51, 37.43, 67173.97, 0, 0xb0
1740, 1405339653, 26.63, 99595.52, 37.43, 67279.90, 0, 0xb0
1741, 1405339857, 26.63, 99598.29, 37.42, 67492.75, 0, 0xb0
1742, 1405340060, 26.63, 99598.22, 37.40, 67121.13, 0, 0xb0
1743, 1405340264, 26.63, 99597.19, 37.39, 67492.75, 0, 0xb0
1744, 1405340468, 26.62, 99593.81, 37.40, 67226.89, 0, 0xb0
1745, 1405340671, 26.62, 99597.51, 37.37, 67439.41, 0, 0xb0
1746, 1405340875, 26.62, 99596.45, 37.37, 67760.72, 0, 0xb0
1747, 1405341079, 26.62, 99596.85, 37.35, 67121.13, 0, 0xb0
1748, 1405341282, 26.62, 99596.26, 37.34, 67814.57, 0, 0xb0
1749, 1405341486, 26.62, 99596.74, 37.33, 67653.27, 0, 0xb0
1750, 1405341689, 26.61, 99598.12, 37.31, 67706.95, 0, 0xb0
1751, 1405341893, 26.61, 99597.02, 37.30, 67653.27, 0, 0xb0
1752, 1405342097, 26.61, 99596.12, 37.30, 67814.57, 0, 0xb0
1753, 1405342300, 26.61, 99597.80, 37.30, 67653.27, 0, 0xb0
1754, 1405342504, 26.61, 99595.77, 37.28, 67814.57, 0, 0xb0
1755, 1405342707, 26.61, 99597.55, 37.28, 67653.27, 0, 0xb0
1756, 1405342911, 26.61, 99597.55, 37.28, 67922.52, 0, 0xb0
1757, 1405343115, 26.60, 99597.65, 37.28, 67922.52, 0, 0xb0
1758, 1405343318, 26.61, 99598.52, 37.28, 67868.51, 0, 0xb0
1759, 1405343522, 26.60, 99595.09, 37.30, 68139.48, 0, 0xb0
1760, 1405343726, 26.60, 99595.73, 37.30, 67599.68, 0, 0xb0
